0,0
1,0
2,1
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,1
11,0
12,2
13,1
14,2
15,3
16,6
17,2
18,4
19,5
20,5
21,2
22,11
23,5
24,16
25,9
26,16
27,19
28,31
29,10
30,16
31,19
32,14
33,33
34,22
35,28
36,22
37,45
38,94
39,97
40,75
41,134
42,182
43,240
44,110
45,202
46,178
47,146
48,204
49,155
50,116
51,98
52,143
53,165
54,105
55,146
56,204
57,212
58,141
59,231
60,228
61,204
62,298
63,226
64,217
65,217
66,294
67,292
68,256
69,267
70,271
71,348
72,293
73,346
74,383
75,436
76,544
77,437
78,566
79,489
80,676
81,695
82,656
83,627
84,648
85,853
86,866
87,805
88,658
89,814
90,830
91,865
92,636
93,852
94,1144
95,857
96,1143
97,808
98,903
99,845
100,837
101,902
102,1023
103,840
104,894
105,990
106,903
107,568
108,595
109,741
110,711
111,492
112,579
113,535
114,515
115,474
116,397
117,253
118,398
119,372
120,264
121,242
122,263
123,278
124,236
125,230
126,161
127,187
128,198
129,216
130,175
131,194
132,167
133,207
134,201
135,185
136,172
137,183
138,257
139,214
140,193
141,210
142,212
143,242
144,198
145,175
146,196
147,215
148,261
149,205
150,197
151,195
152,246
153,286
154,176
155,174
156,145
157,165
158,182
159,137
160,117
161,143
162,153
163,146
164,120
165,149
166,114
167,130
168,125
169,128
170,117
171,112
172,128
173,109
174,112
175,99
176,127
177,140
178,120
179,107
180,97
181,125
182,146
183,133
184,129
185,139
186,125
187,158
188,125
189,124
190,113
191,150
192,124
193,117
194,116
195,128
196,151
197,145
198,114
199,141
200,127
201,151
202,146
203,131
204,148
205,110
206,155
207,165
208,111
209,153
210,159
211,175
212,137
213,149
214,157
215,129
216,176
217,183
218,157
219,149
220,184
221,230
222,204
223,251
224,253
225,250
226,221
227,275
228,300
229,236
230,302
231,261
232,242
233,277
234,226
235,234
236,219
237,222
238,225
239,218
240,235
241,182
242,218
243,215
244,189
245,221
246,173
247,175
248,211
249,162
250,181
251,185
252,206
253,239
254,183
255,1886
