0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,2
21,2
22,3
23,8
24,14
25,5
26,31
27,28
28,28
29,33
30,45
31,68
32,69
33,96
34,93
35,133
36,142
37,168
38,214
39,217
40,245
41,316
42,374
43,431
44,456
45,513
46,496
47,510
48,526
49,533
50,508
51,496
52,465
53,456
54,408
55,403
56,329
57,328
58,296
59,278
60,253
61,261
62,231
63,226
64,204
65,185
66,194
67,209
68,223
69,203
70,237
71,206
72,197
73,231
74,268
75,227
76,243
77,243
78,238
79,234
80,234
81,226
82,227
83,241
84,237
85,248
86,241
87,237
88,262
89,317
90,292
91,312
92,305
93,335
94,374
95,441
96,426
97,481
98,558
99,558
100,475
101,519
102,482
103,438
104,410
105,401
106,382
107,362
108,319
109,326
110,330
111,279
112,347
113,369
114,359
115,354
116,349
117,343
118,384
119,402
120,472
121,443
122,459
123,445
124,564
125,562
126,611
127,637
128,630
129,612
130,577
131,549
132,475
133,487
134,486
135,460
136,461
137,538
138,538
139,564
140,582
141,593
142,635
143,610
144,625
145,587
146,544
147,538
148,539
149,555
150,566
151,618
152,652
153,759
154,695
155,682
156,639
157,589
158,541
159,524
160,441
161,385
162,444
163,385
164,336
165,328
166,323
167,304
168,280
169,278
170,316
171,335
172,326
173,290
174,288
175,303
176,313
177,271
178,272
179,219
180,193
181,197
182,182
183,156
184,150
185,176
186,151
187,139
188,183
189,186
190,188
191,213
192,216
193,229
194,248
195,230
196,230
197,211
198,172
199,199
200,236
201,208
202,239
203,207
204,220
205,234
206,250
207,264
208,264
209,255
210,221
211,239
212,223
213,181
214,134
215,95
216,89
217,98
218,83
219,61
220,59
221,46
222,49
223,37
224,31
225,29
226,24
227,16
228,13
229,13
230,6
231,7
232,5
233,2
234,3
235,1
236,2
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,1
251,0
252,0
253,0
254,0
