0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,2
25,4
26,5
27,9
28,13
29,17
30,22
31,28
32,36
33,45
34,57
35,69
36,85
37,101
38,121
39,145
40,170
41,197
42,231
43,271
44,317
45,364
46,418
47,469
48,521
49,574
50,628
51,679
52,728
53,773
54,818
55,857
56,895
57,926
58,956
59,982
60,1007
61,1029
62,1051
63,1070
64,1089
65,1105
66,1119
67,1134
68,1149
69,1165
70,1179
71,1196
72,1209
73,1222
74,1236
75,1252
76,1265
77,1279
78,1292
79,1305
80,1317
81,1329
82,1339
83,1350
84,1360
85,1370
86,1380
87,1390
88,1398
89,1407
90,1418
91,1427
92,1437
93,1446
94,1455
95,1465
96,1476
97,1486
98,1497
99,1509
100,1521
101,1531
102,1541
103,1551
104,1558
105,1565
106,1571
107,1577
108,1582
109,1585
110,1589
111,1591
112,1593
113,1595
114,1597
115,1598
116,1599
117,1599
118,1598
119,1597
120,1596
121,1594
122,1591
123,1588
124,1584
125,1579
126,1574
127,1568
128,1561
129,1553
130,1546
131,1539
132,1532
133,1525
134,1517
135,1509
136,1501
137,1493
138,1482
139,1472
140,1460
141,1447
142,1434
143,1419
144,1404
145,1389
146,1374
147,1360
148,1346
149,1331
150,1315
151,1299
152,1280
153,1261
154,1237
155,1216
156,1194
157,1174
158,1155
159,1137
160,1119
161,1104
162,1090
163,1074
164,1059
165,1046
166,1032
167,1019
168,1006
169,993
170,980
171,965
172,948
173,932
174,917
175,901
176,884
177,867
178,851
179,835
180,821
181,809
182,796
183,784
184,773
185,762
186,749
187,738
188,727
189,713
190,697
191,682
192,663
193,644
194,624
195,601
196,580
197,558
198,538
199,521
200,501
201,476
202,455
203,429
204,407
205,382
206,356
207,327
208,297
209,266
210,235
211,208
212,179
213,151
214,128
215,111
216,98
217,86
218,73
219,61
220,53
221,44
222,37
223,30
224,24
225,19
226,15
227,11
228,8
229,6
230,4
231,3
232,2
233,1
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
